fen,played_move_uci,best_move_uci,best_eval
rnbqkbnr/pp2pppp/2p5/8/3Pp3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,c3e4,c3e4,33
rnbqkbnr/pp2pppp/2p5/8/3PN3/8/PPP2PPP/R1BQKBNR b KQkq - 0 4,g8f6,g8f6,-35
rnbqkb1r/pp2pppp/2p2n2/8/3PN3/8/PPP2PPP/R1BQKBNR w KQkq - 1 5,e4f6,e4f6,22
rnbqkb1r/pp2pppp/2p2N2/8/3P4/8/PPP2PPP/R1BQKBNR b KQkq - 0 5,e7f6,e7f6,-34
rnbqkb1r/pp3ppp/2p2p2/8/3P4/8/PPP2PPP/R1BQKBNR w KQkq - 0 6,c2c3,g1f3,30
rnbqkb1r/pp3ppp/2p2p2/8/3P4/2P5/PP3PPP/R1BQKBNR b KQkq - 0 6,f8d6,f8d6,-30
rnbqk2r/pp3ppp/2pb1p2/8/3P4/2P5/PP3PPP/R1BQKBNR w KQkq - 1 7,f1d3,f1d3,33
rnbqk2r/pp3ppp/2pb1p2/8/3P4/2PB4/PP3PPP/R1BQK1NR b KQkq - 2 7,e8g8,e8g8,-35
rnbq1rk1/pp3ppp/2pb1p2/8/3P4/2PB4/PP3PPP/R1BQK1NR w KQ - 3 8,d1c2,d1c2,42
rnbq1rk1/pp3ppp/2pb1p2/8/3P4/2PB4/PPQ2PPP/R1B1K1NR b KQ - 4 8,f8e8,f8e8,-23
rnbqr1k1/pp3ppp/2pb1p2/8/3P4/2PB4/PPQ2PPP/R1B1K1NR w KQ - 5 9,g1e2,g1e2,36
rnbqr1k1/pp3ppp/2pb1p2/8/3P4/2PB4/PPQ1NPPP/R1B1K2R b KQ - 6 9,g7g6,h7h5,-19
rnbqr1k1/pp3p1p/2pb1pp1/8/3P4/2PB4/PPQ1NPPP/R1B1K2R w KQ - 0 10,h2h4,h2h4,62
rnbqr1k1/pp3p1p/2pb1pp1/8/3P3P/2PB4/PPQ1NPP1/R1B1K2R b KQ - 0 10,c8e6,c8e6,-64
rn1qr1k1/pp3p1p/2pbbpp1/8/3P3P/2PB4/PPQ1NPP1/R1B1K2R w KQ - 1 11,h4h5,h4h5,54
rn1qr1k1/pp3p1p/2pbbpp1/7P/3P4/2PB4/PPQ1NPP1/R1B1K2R b KQ - 0 11,f6f5,f6f5,-54
rn1qr1k1/pp3p1p/2pbb1p1/5p1P/3P4/2PB4/PPQ1NPP1/R1B1K2R w KQ - 0 12,c1e3,c1e3,50
rn1qr1k1/pp3p1p/2pbb1p1/5p1P/3P4/2PBB3/PPQ1NPP1/R3K2R b KQ - 1 12,b8d7,b8d7,-40
r2qr1k1/pp1n1p1p/2pbb1p1/5p1P/3P4/2PBB3/PPQ1NPP1/R3K2R w KQ - 2 13,c3c4,e1c1,49
r2qr1k1/pp1n1p1p/2pbb1p1/5p1P/2PP4/3BB3/PPQ1NPP1/R3K2R b KQ - 0 13,d7f6,d7f6,26
r2qr1k1/pp3p1p/2pbbnp1/5p1P/2PP4/3BB3/PPQ1NPP1/R3K2R w KQ - 1 14,h5g6,e3g5,-23
r2qr1k1/pp3p1p/2pbbnP1/5p2/2PP4/3BB3/PPQ1NPP1/R3K2R b KQ - 0 14,f7g6,f7g6,21
r2qr1k1/pp5p/2pbbnp1/5p2/2PP4/3BB3/PPQ1NPP1/R3K2R w KQ - 0 15,e3g5,e3g5,-17
r2qr1k1/pp5p/2pbbnp1/5pB1/2PP4/3B4/PPQ1NPP1/R3K2R b KQ - 1 15,d8a5,e6f7,29
r3r1k1/pp5p/2pbbnp1/q4pB1/2PP4/3B4/PPQ1NPP1/R3K2R w KQ - 2 16,e1f1,e1f1,0
r3r1k1/pp5p/2pbbnp1/q4pB1/2PP4/3B4/PPQ1NPP1/R4K1R b - - 3 16,f6e4,d6e7,17
r3r1k1/pp5p/2pbb1p1/q4pB1/2PPn3/3B4/PPQ1NPP1/R4K1R w - - 4 17,g5e3,g5h6,1
r3r1k1/pp5p/2pbb1p1/q4p2/2PPn3/3BB3/PPQ1NPP1/R4K1R b - - 5 17,e6f7,e6f7,20
r3r1k1/pp3b1p/2pb2p1/q4p2/2PPn3/3BB3/PPQ1NPP1/R4K1R w - - 6 18,g2g4,c4c5,61
r3r1k1/pp3b1p/2pb2p1/q4p2/2PPn1P1/3BB3/PPQ1NP2/R4K1R b - - 0 18,d6b4,f5f4,34
r3r1k1/pp3b1p/2p3p1/q4p2/1bPPn1P1/3BB3/PPQ1NP2/R4K1R w - - 1 19,g4f5,g4f5,211
r3r1k1/pp3b1p/2p3p1/q4P2/1bPPn3/3BB3/PPQ1NP2/R4K1R b - - 0 19,g6f5,g6f5,-198
r3r1k1/pp3b1p/2p5/q4p2/1bPPn3/3BB3/PPQ1NP2/R4K1R w - - 0 20,h1g1,c4c5,211
r3r1k1/pp3b1p/2p5/q4p2/1bPPn3/3BB3/PPQ1NP2/R4KR1 b - - 1 20,g8h8,g8h8,-226
r3r2k/pp3b1p/2p5/q4p2/1bPPn3/3BB3/PPQ1NP2/R4KR1 w - - 2 21,d4d5,d4d5,237
r3r2k/pp3b1p/2p5/q2P1p2/1bP1n3/3BB3/PPQ1NP2/R4KR1 b - - 0 21,e4d2,b4c5,-256
r3r2k/pp3b1p/2p5/q2P1p2/1bP5/3BB3/PPQnNP2/R4KR1 w - - 1 22,c2d2,c2d2,517
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,e2e4,22
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,g8f6,d7d5,-19
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,c2c4,c2c4,29
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,c7c5,e7e6,-25
rnbqkb1r/pp1ppppp/5n2/2p5/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,d4d5,d4d5,76
rnbqkb1r/pp1ppppp/5n2/2pP4/2P5/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,e7e6,d7d6,-62
rnbqkb1r/pp1p1ppp/4pn2/2pP4/2P5/8/PP2PPPP/RNBQKBNR w KQkq - 0 4,b1c3,b1c3,93
rnbqkb1r/pp1p1ppp/4pn2/2pP4/2P5/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 4,e6d5,d7d6,-97
rnbqkb1r/pp1p1ppp/5n2/2pp4/2P5/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,c4d5,c4d5,96
rnbqkb1r/pp1p1ppp/5n2/2pP4/8/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 5,d7d6,d7d6,-97
rnbqkb1r/pp3ppp/3p1n2/2pP4/8/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 6,e2e4,e2e4,88
rnbqkb1r/pp3ppp/3p1n2/2pP4/4P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 6,g7g6,g7g6,-97
rnbqkb1r/pp3p1p/3p1np1/2pP4/4P3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 7,g1f3,h2h3,101
rnbqkb1r/pp3p1p/3p1np1/2pP4/4P3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 1 7,f8g7,a7a6,-102
rnbqk2r/pp3pbp/3p1np1/2pP4/4P3/2N2N2/PP3PPP/R1BQKB1R w KQkq - 2 8,h2h3,h2h3,111
rnbqk2r/pp3pbp/3p1np1/2pP4/4P3/2N2N1P/PP3PP1/R1BQKB1R b KQkq - 0 8,a7a6,e8g8,-106
rnbqk2r/1p3pbp/p2p1np1/2pP4/4P3/2N2N1P/PP3PP1/R1BQKB1R w KQkq - 0 9,a2a4,a2a4,104
rnbqk2r/1p3pbp/p2p1np1/2pP4/P3P3/2N2N1P/1P3PP1/R1BQKB1R b KQkq - 0 9,b8d7,e8g8,-112
r1bqk2r/1p1n1pbp/p2p1np1/2pP4/P3P3/2N2N1P/1P3PP1/R1BQKB1R w KQkq - 1 10,f1d3,f1d3,102
r1bqk2r/1p1n1pbp/p2p1np1/2pP4/P3P3/2NB1N1P/1P3PP1/R1BQK2R b KQkq - 2 10,f6h5,e8g8,-110
r1bqk2r/1p1n1pbp/p2p2p1/2pP3n/P3P3/2NB1N1P/1P3PP1/R1BQK2R w KQkq - 3 11,e1g1,c1g5,122
r1bqk2r/1p1n1pbp/p2p2p1/2pP3n/P3P3/2NB1N1P/1P3PP1/R1BQ1RK1 b kq - 4 11,d7e5,d7e5,-102
r1bqk2r/1p3pbp/p2p2p1/2pPn2n/P3P3/2NB1N1P/1P3PP1/R1BQ1RK1 w kq - 5 12,d3e2,d3e2,115
r1bqk2r/1p3pbp/p2p2p1/2pPn2n/P3P3/2N2N1P/1P2BPP1/R1BQ1RK1 b kq - 6 12,e5f3,e5f3,-150
r1bqk2r/1p3pbp/p2p2p1/2pP3n/P3P3/2N2n1P/1P2BPP1/R1BQ1RK1 w kq - 0 13,e2f3,e2f3,133
r1bqk2r/1p3pbp/p2p2p1/2pP3n/P3P3/2N2B1P/1P3PP1/R1BQ1RK1 b kq - 0 13,d8h4,d8h4,-103
r1b1k2r/1p3pbp/p2p2p1/2pP3n/P3P2q/2N2B1P/1P3PP1/R1BQ1RK1 w kq - 1 14,f3h5,f3h5,114
r1b1k2r/1p3pbp/p2p2p1/2pP3B/P3P2q/2N4P/1P3PP1/R1BQ1RK1 b kq - 0 14,g6h5,h4h5,-129
r1b1k2r/1p3pbp/p2p4/2pP3p/P3P2q/2N4P/1P3PP1/R1BQ1RK1 w kq - 0 15,a1a3,c3e2,144
r1b1k2r/1p3pbp/p2p4/2pP3p/P3P2q/R1N4P/1P3PP1/2BQ1RK1 b kq - 1 15,h8g8,h8g8,-133
r1b1k1r1/1p3pbp/p2p4/2pP3p/P3P2q/R1N4P/1P3PP1/2BQ1RK1 w q - 2 16,d1f3,c3e2,154
r1b1k1r1/1p3pbp/p2p4/2pP3p/P3P2q/R1N2Q1P/1P3PP1/2B2RK1 b q - 3 16,g7e5,c8h3,65
r1b1k1r1/1p3p1p/p2p4/2pPb2p/P3P2q/R1N2Q1P/1P3PP1/2B2RK1 w q - 4 17,c3e2,c3e2,53
r1b1k1r1/1p3p1p/p2p4/2pPb2p/P3P2q/R4Q1P/1P2NPP1/2B2RK1 b q - 5 17,c8g4,c8g4,-58
r3k1r1/1p3p1p/p2p4/2pPb2p/P3P1bq/R4Q1P/1P2NPP1/2B2RK1 w q - 6 18,f3d3,f3d3,90
r3k1r1/1p3p1p/p2p4/2pPb2p/P3P1bq/R2Q3P/1P2NPP1/2B2RK1 b q - 7 18,c5c4,e8c8,-52
r3k1r1/1p3p1p/p2p4/3Pb2p/P1p1P1bq/R2Q3P/1P2NPP1/2B2RK1 w q - 0 19,d3c4,d3c4,34
r3k1r1/1p3p1p/p2p4/3Pb2p/P1Q1P1bq/R6P/1P2NPP1/2B2RK1 b q - 0 19,g4h3,g4h3,-71
r3k1r1/1p3p1p/p2p4/3Pb2p/P1Q1P2q/R6b/1P2NPP1/2B2RK1 w q - 0 20,a3g3,a3g3,93
r3k1r1/1p3p1p/p2p4/3Pb2p/P1Q1P2q/6Rb/1P2NPP1/2B2RK1 b q - 1 20,e5g3,e5g3,-64
r3k1r1/1p3p1p/p2p4/3P3p/P1Q1P2q/6bb/1P2NPP1/2B2RK1 w q - 0 21,f2g3,f2g3,98
r3k1r1/1p3p1p/p2p4/3P3p/P1Q1P2q/6Pb/1P2N1P1/2B2RK1 b q - 0 21,g8g3,g8g3,-96
r3k3/1p3p1p/p2p4/3P3p/P1Q1P2q/6rb/1P2N1P1/2B2RK1 w q - 0 22,e2g3,e2g3,83
r3k3/1p3p1p/p2p4/3P3p/P1Q1P2q/6Nb/1P4P1/2B2RK1 b q - 0 22,h4g3,h4g3,-98
r3k3/1p3p1p/p2p4/3P3p/P1Q1P3/6qb/1P4P1/2B2RK1 w q - 0 23,f1f2,c4e2,102
r3k3/1p3p1p/p2p4/3P3p/P1Q1P3/6qb/1P3RP1/2B3K1 b q - 1 23,a8c8,a8c8,-62
2r1k3/1p3p1p/p2p4/3P3p/P1Q1P3/6qb/1P3RP1/2B3K1 w - - 2 24,c4f1,c4f1,70
2r1k3/1p3p1p/p2p4/3P3p/P3P3/6qb/1P3RP1/2B2QK1 b - - 3 24,h3d7,g3g6,-71
2r1k3/1p1b1p1p/p2p4/3P3p/P3P3/6q1/1P3RP1/2B2QK1 w - - 4 25,f2f7,e4e5,137
2r1k3/1p1b1R1p/p2p4/3P3p/P3P3/6q1/1P4P1/2B2QK1 b - - 0 25,c8c1,c8c1,0
4k3/1p1b1R1p/p2p4/3P3p/P3P3/6q1/1P4P1/2r2QK1 w - - 0 26,f7f8,f7f8,0
4kR2/1p1b3p/p2p4/3P3p/P3P3/6q1/1P4P1/2r2QK1 b - - 1 26,e8e7,e8e7,0
5R2/1p1bk2p/p2p4/3P3p/P3P3/6q1/1P4P1/2r2QK1 w - - 2 27,f8f7,f8f7,0
8/1p1bkR1p/p2p4/3P3p/P3P3/6q1/1P4P1/2r2QK1 b - - 3 27,e7e8,e7e8,0
4k3/1p1b1R1p/p2p4/3P3p/P3P3/6q1/1P4P1/2r2QK1 w - - 4 28,f7f8,f7f8,0
4kR2/1p1b3p/p2p4/3P3p/P3P3/6q1/1P4P1/2r2QK1 b - - 5 28,e8e7,e8e7,0
5R2/1p1bk2p/p2p4/3P3p/P3P3/6q1/1P4P1/2r2QK1 w - - 6 29,f8f7,f8f7,0
8/1p1bkR1p/p2p4/3P3p/P3P3/6q1/1P4P1/2r2QK1 b - - 7 29,e7e8,e7e8,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,e2e4,22
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e6,c7c5,-26
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,d2d4,67
rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,d7d5,d7d5,-70
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,b1c3,b1c3,36
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,g8f6,g8f6,-20
rnbqkb1r/ppp2ppp/4pn2/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 4,c1g5,c1g5,26
rnbqkb1r/ppp2ppp/4pn2/3p2B1/3PP3/2N5/PPP2PPP/R2QKBNR b KQkq - 3 4,d5e4,h7h6,-30
rnbqkb1r/ppp2ppp/4pn2/6B1/3Pp3/2N5/PPP2PPP/R2QKBNR w KQkq - 0 5,g5f6,c3e4,36
rnbqkb1r/ppp2ppp/4pB2/8/3Pp3/2N5/PPP2PPP/R2QKBNR b KQkq - 0 5,g7f6,g7f6,21
rnbqkb1r/ppp2p1p/4pp2/8/3Pp3/2N5/PPP2PPP/R2QKBNR w KQkq - 0 6,c3e4,c3e4,-44
rnbqkb1r/ppp2p1p/4pp2/8/3PN3/8/PPP2PPP/R2QKBNR b KQkq - 0 6,f6f5,f6f5,58
rnbqkb1r/ppp2p1p/4p3/5p2/3PN3/8/PPP2PPP/R2QKBNR w KQkq - 0 7,e4g3,e4g3,-42
rnbqkb1r/ppp2p1p/4p3/5p2/3P4/6N1/PPP2PPP/R2QKBNR b KQkq - 1 7,c7c5,h7h5,418
rnbqkb1r/pp3p1p/4p3/2p2p2/3P4/6N1/PPP2PPP/R2QKBNR w KQkq - 0 8,d4c5,d4c5,-60
rnbqkb1r/pp3p1p/4p3/2P2p2/8/6N1/PPP2PPP/R2QKBNR b KQkq - 0 8,d8d1,d8d1,111
rnb1kb1r/pp3p1p/4p3/2P2p2/8/6N1/PPP2PPP/R2qKBNR w KQkq - 0 9,a1d1,a1d1,-97
rnb1kb1r/pp3p1p/4p3/2P2p2/8/6N1/PPP2PPP/3RKBNR b Kkq - 0 9,f8c5,f8c5,72
rnb1k2r/pp3p1p/4p3/2b2p2/8/6N1/PPP2PPP/3RKBNR w Kkq - 0 10,g1f3,g1f3,-53
rnb1k2r/pp3p1p/4p3/2b2p2/8/5NN1/PPP2PPP/3RKB1R b Kkq - 1 10,e8e7,h7h5,53
rnb4r/pp2kp1p/4p3/2b2p2/8/5NN1/PPP2PPP/3RKB1R w K - 2 11,f1c4,f1e2,-34
rnb4r/pp2kp1p/4p3/2b2p2/2B5/5NN1/PPP2PPP/3RK2R b K - 3 11,b7b6,h7h5,46
rnb4r/p3kp1p/1p2p3/2b2p2/2B5/5NN1/PPP2PPP/3RK2R w K - 0 12,g3f5,g3f5,183
rnb4r/p3kp1p/1p2p3/2b2N2/2B5/5N2/PPP2PPP/3RK2R b K - 0 12,e6f5,e6f5,-93
rnb4r/p3kp1p/1p6/2b2p2/2B5/5N2/PPP2PPP/3RK2R w K - 0 13,c4d5,c4d5,92
rnb4r/p3kp1p/1p6/2bB1p2/8/5N2/PPP2PPP/3RK2R b K - 1 13,b8c6,b8c6,-86
r1b4r/p3kp1p/1pn5/2bB1p2/8/5N2/PPP2PPP/3RK2R w K - 2 14,d5c6,d5c6,93
r1b4r/p3kp1p/1pB5/2b2p2/8/5N2/PPP2PPP/3RK2R b K - 0 14,a8b8,a8b8,-106
1rb4r/p3kp1p/1pB5/2b2p2/8/5N2/PPP2PPP/3RK2R w K - 1 15,e1g1,e1g1,106
1rb4r/p3kp1p/1pB5/2b2p2/8/5N2/PPP2PPP/3R1RK1 b - - 2 15,c8e6,c8e6,-110
1r5r/p3kp1p/1pB1b3/2b2p2/8/5N2/PPP2PPP/3R1RK1 w - - 3 16,f3d4,c6d5,108
1r5r/p3kp1p/1pB1b3/2b2p2/3N4/8/PPP2PPP/3R1RK1 b - - 4 16,e7f6,c5d4,9
1r5r/p4p1p/1pB1bk2/2b2p2/3N4/8/PPP2PPP/3R1RK1 w - - 5 17,d4e6,c6b5,76
1r5r/p4p1p/1pB1Nk2/2b2p2/8/8/PPP2PPP/3R1RK1 b - - 0 17,f7e6,f7e6,-61
1r5r/p6p/1pB1pk2/2b2p2/8/8/PPP2PPP/3R1RK1 w - - 0 18,f1e1,f1e1,71
1r5r/p6p/1pB1pk2/2b2p2/8/8/PPP2PPP/3RR1K1 b - - 1 18,h8d8,b6b5,-35
1r1r4/p6p/1pB1pk2/2b2p2/8/8/PPP2PPP/3RR1K1 w - - 2 19,c6d7,c6d7,48
1r1r4/p2B3p/1p2pk2/2b2p2/8/8/PPP2PPP/3RR1K1 b - - 3 19,e6e5,b8b7,-31
1r1r4/p2B3p/1p3k2/2b1pp2/8/8/PPP2PPP/3RR1K1 w - - 0 20,c2c3,c2c3,38
1r1r4/p2B3p/1p3k2/2b1pp2/8/2P5/PP3PPP/3RR1K1 b - - 0 20,b8b7,b8b7,-54
3r4/pr1B3p/1p3k2/2b1pp2/8/2P5/PP3PPP/3RR1K1 w - - 1 21,d7b5,d7b5,53
3r4/pr5p/1p3k2/1Bb1pp2/8/2P5/PP3PPP/3RR1K1 b - - 2 21,b7b8,b7b8,-60
1r1r4/p6p/1p3k2/1Bb1pp2/8/2P5/PP3PPP/3RR1K1 w - - 3 22,g1f1,g1f1,53
1r1r4/p6p/1p3k2/1Bb1pp2/8/2P5/PP3PPP/3RRK2 b - - 4 22,e5e4,b8c8,-48
1r1r4/p6p/1p3k2/1Bb2p2/4p3/2P5/PP3PPP/3RRK2 w - - 0 23,f1e2,b5d7,48
1r1r4/p6p/1p3k2/1Bb2p2/4p3/2P5/PP2KPPP/3RR3 b - - 1 23,f6e5,h7h5,-45
1r1r4/p6p/1p6/1Bb1kp2/4p3/2P5/PP2KPPP/3RR3 w - - 2 24,f2f3,e2f1,59
1r1r4/p6p/1p6/1Bb1kp2/4p3/2P2P2/PP2K1PP/3RR3 b - - 0 24,d8g8,h7h5,-53
1r4r1/p6p/1p6/1Bb1kp2/4p3/2P2P2/PP2K1PP/3RR3 w - - 1 25,g2g3,g2g3,176
1r4r1/p6p/1p6/1Bb1kp2/4p3/2P2PP1/PP2K2P/3RR3 b - - 0 25,b8d8,g8d8,-113
3r2r1/p6p/1p6/1Bb1kp2/4p3/2P2PP1/PP2K2P/3RR3 w - - 1 26,b2b4,b2b4,229
3r2r1/p6p/1p6/1Bb1kp2/1P2p3/2P2PP1/P3K2P/3RR3 b - - 0 26,c5e7,c5e7,-206
3r2r1/p3b2p/1p6/1B2kp2/1P2p3/2P2PP1/P3K2P/3RR3 w - - 1 27,b5d7,f3f4,221
3r2r1/p2Bb2p/1p6/4kp2/1P2p3/2P2PP1/P3K2P/3RR3 b - - 2 27,h7h5,g8g6,-212
3r2r1/p2Bb3/1p6/4kp1p/1P2p3/2P2PP1/P3K2P/3RR3 w - - 0 28,f3f4,f3f4,278
3r2r1/p2Bb3/1p6/4kp1p/1P2pP2/2P3P1/P3K2P/3RR3 b - - 0 28,e5f6,e5f6,-294
3r2r1/p2Bb3/1p3k2/5p1p/1P2pP2/2P3P1/P3K2P/3RR3 w - - 1 29,d1d5,d1d5,333
3r2r1/p2Bb3/1p3k2/3R1p1p/1P2pP2/2P3P1/P3K2P/4R3 b - - 2 29,f6g7,d8d7,-350
3r2r1/p2Bb1k1/1p6/3R1p1p/1P2pP2/2P3P1/P3K2P/4R3 w - - 3 30,e1d1,e1d1,409
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,e2e4,29
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d7d5,d7d5,-25
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,c2c4,c2c4,32
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,d5c4,e7e6,-25
rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,e2e4,e2e4,36
rnbqkbnr/ppp1pppp/8/8/2pPP3/8/PP3PPP/RNBQKBNR b KQkq - 0 3,b7b5,e7e5,-32
rnbqkbnr/p1p1pppp/8/1p6/2pPP3/8/PP3PPP/RNBQKBNR w KQkq - 0 4,a2a4,a2a4,39
rnbqkbnr/p1p1pppp/8/1p6/P1pPP3/8/1P3PPP/RNBQKBNR b KQkq - 0 4,c7c6,c7c6,-32
rnbqkbnr/p3pppp/2p5/1p6/P1pPP3/8/1P3PPP/RNBQKBNR w KQkq - 0 5,a4b5,a4b5,77
rnbqkbnr/p3pppp/2p5/1P6/2pPP3/8/1P3PPP/RNBQKBNR b KQkq - 0 5,c6b5,c6b5,-34
rnbqkbnr/p3pppp/8/1p6/2pPP3/8/1P3PPP/RNBQKBNR w KQkq - 0 6,b1c3,b1c3,98
rnbqkbnr/p3pppp/8/1p6/2pPP3/2N5/1P3PPP/R1BQKBNR b KQkq - 1 6,a7a6,c8d7,-44
rnbqkbnr/4pppp/p7/1p6/2pPP3/2N5/1P3PPP/R1BQKBNR w KQkq - 0 7,c3b5,c3b5,54
rnbqkbnr/4pppp/p7/1N6/2pPP3/8/1P3PPP/R1BQKBNR b KQkq - 0 7,a6b5,a6b5,-60
rnbqkbnr/4pppp/8/1p6/2pPP3/8/1P3PPP/R1BQKBNR w KQkq - 0 8,a1a8,a1a8,82
Rnbqkbnr/4pppp/8/1p6/2pPP3/8/1P3PPP/2BQKBNR b Kk - 0 8,c8b7,c8b7,-50
Rn1qkbnr/1b2pppp/8/1p6/2pPP3/8/1P3PPP/2BQKBNR w Kk - 1 9,a8a1,a8a1,46
1n1qkbnr/1b2pppp/8/1p6/2pPP3/8/1P3PPP/R1BQKBNR b Kk - 2 9,e7e6,e7e6,-42
1n1qkbnr/1b3ppp/4p3/1p6/2pPP3/8/1P3PPP/R1BQKBNR w Kk - 0 10,g1f3,g1e2,58
1n1qkbnr/1b3ppp/4p3/1p6/2pPP3/5N2/1P3PPP/R1BQKB1R b Kk - 1 10,g8f6,g8f6,-47
1n1qkb1r/1b3ppp/4pn2/1p6/2pPP3/5N2/1P3PPP/R1BQKB1R w Kk - 2 11,f1e2,f1e2,59
1n1qkb1r/1b3ppp/4pn2/1p6/2pPP3/5N2/1P2BPPP/R1BQK2R b Kk - 3 11,f6e4,f6e4,-53
1n1qkb1r/1b3ppp/4p3/1p6/2pPn3/5N2/1P2BPPP/R1BQK2R w Kk - 0 12,e1g1,e1g1,43
1n1qkb1r/1b3ppp/4p3/1p6/2pPn3/5N2/1P2BPPP/R1BQ1RK1 b k - 1 12,f8e7,f8d6,-49
1n1qk2r/1b2bppp/4p3/1p6/2pPn3/5N2/1P2BPPP/R1BQ1RK1 w k - 2 13,b2b3,b2b3,105
1n1qk2r/1b2bppp/4p3/1p6/2pPn3/1P3N2/4BPPP/R1BQ1RK1 b k - 0 13,e4c3,e4c3,-85
1n1qk2r/1b2bppp/4p3/1p6/2pP4/1Pn2N2/4BPPP/R1BQ1RK1 w k - 1 14,d1c2,d1d2,99
1n1qk2r/1b2bppp/4p3/1p6/2pP4/1Pn2N2/2Q1BPPP/R1B2RK1 b k - 2 14,c3e2,c3e2,-73
1n1qk2r/1b2bppp/4p3/1p6/2pP4/1P3N2/2Q1nPPP/R1B2RK1 w k - 0 15,c2e2,c2e2,70
1n1qk2r/1b2bppp/4p3/1p6/2pP4/1P3N2/4QPPP/R1B2RK1 b k - 0 15,e8g8,b7d5,-68
1n1q1rk1/1b2bppp/4p3/1p6/2pP4/1P3N2/4QPPP/R1B2RK1 w - - 1 16,b3c4,b3c4,141
1n1q1rk1/1b2bppp/4p3/1p6/2PP4/5N2/4QPPP/R1B2RK1 b - - 0 16,b5c4,b5c4,-81
1n1q1rk1/1b2bppp/4p3/8/2pP4/5N2/4QPPP/R1B2RK1 w - - 0 17,e2c4,e2c4,134
1n1q1rk1/1b2bppp/4p3/8/2QP4/5N2/5PPP/R1B2RK1 b - - 0 17,b7f3,b7f3,-83
1n1q1rk1/4bppp/4p3/8/2QP4/5b2/5PPP/R1B2RK1 w - - 0 18,g2f3,g2f3,95
1n1q1rk1/4bppp/4p3/8/2QP4/5P2/5P1P/R1B2RK1 b - - 0 18,b8d7,b8d7,-88
3q1rk1/3nbppp/4p3/8/2QP4/5P2/5P1P/R1B2RK1 w - - 1 19,c1e3,a1a7,94
3q1rk1/3nbppp/4p3/8/2QP4/4BP2/5P1P/R4RK1 b - - 2 19,d7b6,d7b6,-46
3q1rk1/4bppp/1n2p3/8/2QP4/4BP2/5P1P/R4RK1 w - - 3 20,c4c6,c4d3,55
3q1rk1/4bppp/1nQ1p3/8/3P4/4BP2/5P1P/R4RK1 b - - 4 20,b6d5,b6d5,-36
3q1rk1/4bppp/2Q1p3/3n4/3P4/4BP2/5P1P/R4RK1 w - - 5 21,a1a7,c6c2,41
3q1rk1/R3bppp/2Q1p3/3n4/3P4/4BP2/5P1P/5RK1 b - - 6 21,e7g5,e7g5,0
3q1rk1/R4ppp/2Q1p3/3n2b1/3P4/4BP2/5P1P/5RK1 w - - 7 22,c6c1,a7d7,4
3q1rk1/R4ppp/4p3/3n2b1/3P4/4BP2/5P1P/2Q2RK1 b - - 8 22,g5e7,g5e3,14
3q1rk1/R3bppp/4p3/3n4/3P4/4BP2/5P1P/2Q2RK1 w - - 9 23,g1h1,g1g2,17
3q1rk1/R3bppp/4p3/3n4/3P4/4BP2/5P1P/2Q2R1K b - - 10 23,e7d6,e7d6,14
